form_title,form_slug,field_key,field_label,field_type,required,options,help_text,section
"Focus Sales Training - Module 4: Upsell with Value","focus-sales-training-module-4-upsell-with-value","mainGoalQuestion","1. What is the main goal of ""upselling with value"" at Ted's Cameras?","radio",TRUE,"A. To increase the total sales value at all costs;B. To clear old stock from the store;C. To ensure customers buy the most expensive product;D. To offer customers add-ons that genuinely add value and enhance their experience","","1. Knowledge Check - Upsell with Value"
"Focus Sales Training - Module 4: Upsell with Value","focus-sales-training-module-4-upsell-with-value","bestTimeQuestion","2. When is the best time to introduce additional products during a customer interaction?","radio",TRUE,"A. After the customer has paid;B. Right at the end of the conversation;C. Early in the conversation, during the consideration stage;D. Only if the customer asks for accessories","","2. Knowledge Check - Upsell with Value"
"Focus Sales Training - Module 4: Upsell with Value","focus-sales-training-module-4-upsell-with-value","valueBasedAddOnQuestion","3. Which of the following is an example of a value-based add-on?","radio",TRUE,"A. ""You should buy this memory card because it's more expensive."";B. ""This premium bag costs more, but it looks nicer."";C. ""This high-speed memory card will help you to capture high-speed continuous photos without lag."";D. ""You need to buy these extras to complete your purchase.""","","3. Knowledge Check - Upsell with Value"
"Focus Sales Training - Module 4: Upsell with Value","focus-sales-training-module-4-upsell-with-value","featureBenefitQuestion","4. A customer is buying a new mirrorless camera. Which of the following statements best links a feature to a real-world benefit?","radio",TRUE,"A. ""This lens has a wide aperture."";B. ""This lens has a wider maximum aperture, letting in more light so you can shoot clear portraits even in low light."";C. ""This lens is expensive because it's better."";D. ""This lens has a wide aperture, but you probably don't need that.""","","4. Knowledge Check - Upsell with Value"
"Focus Sales Training - Module 4: Upsell with Value","focus-sales-training-module-4-upsell-with-value","carePlanTimingQuestion","5. Why is it important to mention the Care Plan early in the conversation?","radio",TRUE,"A. Because it helps justify a higher price right from the start.;B. Because customers expect to hear about add-ons straight away.;C. Because it makes closing the sale faster.;D. Because it shows customers that you're adding value to their purchase with long-term peace of mind and helps overcome price-related objections later in the conversation.","","5. Knowledge Check - Upsell with Value"
"Focus Sales Training - Module 4: Upsell with Value","focus-sales-training-module-4-upsell-with-value","wideApertureBenefit","Feature: ""This lens has a wide f/1.8 aperture."" Benefit:","textarea",TRUE,"","How does it make their experience easier, better, or safer?","Exercise: Turning Features into Benefits"
"Focus Sales Training - Module 4: Upsell with Value","focus-sales-training-module-4-upsell-with-value","dualSdSlotsBenefit","2. Feature: ""The camera has dual SD card slots."" Benefit:","textarea",TRUE,"","How does it make their experience easier, better, or safer?","Exercise: Turning Features into Benefits"
"Focus Sales Training - Module 4: Upsell with Value","focus-sales-training-module-4-upsell-with-value","waterResistantBagBenefit","3. Feature: ""This bag is made from water-resistant material."" Benefit:","textarea",TRUE,"","How does it make their experience easier, better, or safer?","Exercise: Turning Features into Benefits"
"Focus Sales Training - Module 4: Upsell with Value","focus-sales-training-module-4-upsell-with-value","memoryCardSpeedBenefit","4. Feature: ""The memory card supports 300 MB/s write speeds."" Benefit:","textarea",TRUE,"","How does it make their experience easier, better, or safer?","Exercise: Turning Features into Benefits"
"Focus Sales Training - Module 4: Upsell with Value","focus-sales-training-module-4-upsell-with-value","totalCarePlanBenefit","5. Feature: ""The Total Care Plan includes up-to 7 years priority repair, annual camera checks and a complimentary sensor clean."" Benefit:","textarea",TRUE,"","How does it make their experience easier, better, or safer?","Exercise: Turning Features into Benefits"
"Focus Sales Training - Module 5: Secure Satisfaction","focus-sales-training-module-5-secure-satisfaction","question1Answer","1. Which of the following best describes the purpose of the Secure Satisfaction step in the FOCUS framework?","radio",TRUE,"A. To finalise the sale as quickly as possible;B. To ensure the customer leaves feeling confident, supported, and connected to Ted's Cameras;C. To introduce additional products regardless of customer interest;D. To persuade hesitant customers to buy using stronger closing tactics","","1. Knowledge Check - Secure Satisfaction"
"Focus Sales Training - Module 5: Secure Satisfaction","focus-sales-training-module-5-secure-satisfaction","question2Answer","2. A customer seems unsure and is taking time to process the information. Which closing approach is most appropriate?","radio",TRUE,"A. Firm close;B. Hard close;C. No close at all — wait for them to decide without guidance;D. Soft close","","2. Knowledge Check - Secure Satisfaction"
"Focus Sales Training - Module 5: Secure Satisfaction","focus-sales-training-module-5-secure-satisfaction","question3Answer","3. When a customer requests a price match, which of the following demonstrates the ""Ted's Difference""?","radio",TRUE,"A. Ongoing after-sales support, workshops and events;B. Exclusive Total Care Plan Options;C. Multiple stores across Australia with fast access to genuine stock;D. All of the above","","3. Knowledge Check - Secure Satisfaction"
"Focus Sales Training - Module 5: Secure Satisfaction","focus-sales-training-module-5-secure-satisfaction","question4Answer","4. A customer requests a price match that could reduce the gross profit below a certain threshold. At what gross profit percentage must you seek manager approval before proceeding?","radio",TRUE,"A. <2%;B. <5%;C. <10%;D. <20%","","4. Knowledge Check - Secure Satisfaction"
"Focus Sales Training - Module 5: Secure Satisfaction","focus-sales-training-module-5-secure-satisfaction","question5Answer","5. Why is it important to reinforce satisfaction after the sale?","radio",TRUE,"A. To reduce time spent with the customer;B. To ensure customers leave feeling confident and supported, encouraging repeat business and loyalty;C. To push them into buying extra products immediately;D. To avoid answering post-sale questions","","5. Knowledge Check - Secure Satisfaction"
"Focus Sales Training - Module 5: Secure Satisfaction","focus-sales-training-module-5-secure-satisfaction","exerciseClosingSale","Sarah is genuinely interested but seems slightly hesitant. Write what you would say to close the sale confidently?","textarea",TRUE,"","Consider what type of close approach would be suitable.","Exercise: Secure Satisfaction"
"Focus Sales Training - Module 5: Secure Satisfaction","focus-sales-training-module-5-secure-satisfaction","exercisePriceMatch","Sarah quickly checks her phone and asks if you can match a competitor's price she has seen online for the same camera. Explain how you would respond, including and the ""Ted's Difference.""","textarea",TRUE,"","Consider how purchasing from Ted's Cameras would benefit Sarah.","Exercise: Secure Satisfaction"
"Focus Sales Training - Module 5: Secure Satisfaction","focus-sales-training-module-5-secure-satisfaction","exerciseAfterSale","After Sarah agrees to purchase at a slightly higher price than she's seen online. Describe what you would say and do to ensure she leaves feeling confident, supported, and connected to Ted's Cameras.","textarea",TRUE,"","Consider her concerns about needing help with the camera and her previous camera's short lifespan.","Exercise: Secure Satisfaction"
"Fundamentals of Video Training - Module 1: Understanding Video Resolutions","fundamentals-of-video-training-module-1-understanding-video-resolutions","whatDoesVideoResolutionMeasure","1. What does video resolution measure?","radio",TRUE,"A. File format;B. Audio clarity;C. The number of pixels in each video frame;D. The camera's battery life","","1. Knowledge Check: Video Resolution Quiz"
"Fundamentals of Video Training - Module 1: Understanding Video Resolutions","fundamentals-of-video-training-module-1-understanding-video-resolutions","resolutionOfUltraHd4k","2. What is the resolution of a Ultra HD (4k) video?","radio",TRUE,"A. 1280 × 720;B. 1920 × 1080;C. 3840 × 2160;D. 7680 × 4320","","2. Knowledge Check: Video Resolution Quiz"
"Fundamentals of Video Training - Module 1: Understanding Video Resolutions","fundamentals-of-video-training-module-1-understanding-video-resolutions","bestBalanceForCroppingAndEditing","3. Which resolution gives the best balance for cropping and editing performance?","radio",TRUE,"A. 720p;B. 1080p;C. 4K;D. 8K","","3. Knowledge Check: Video Resolution Quiz"
"Fundamentals of Video Training - Module 1: Understanding Video Resolutions","fundamentals-of-video-training-module-1-understanding-video-resolutions","professionalWeddingVideographerResolution","4. A customer is a professional wedding videographer and wants high-quality, detailed footage for his clients. What resolution should you suggest?","radio",TRUE,"A. 1080p;B. 8K;C. 4K;D. 720p","","4. Knowledge Check: Video Resolution Quiz"
"Fundamentals of Video Training - Module 1: Understanding Video Resolutions","fundamentals-of-video-training-module-1-understanding-video-resolutions","whyChoose1080pOver4kOr8k","5. Why might a customer choose 1080p over 4K or 8K?","radio",TRUE,"A. It's higher quality than 8K;B. It allows faster file transfers and easier editing;C. It has more pixels than 4K;D. It's only used for still photography","","5. Knowledge Check: Video Resolution Quiz"
"Fundamentals of Video Training - Module 1: Understanding Video Resolutions","fundamentals-of-video-training-module-1-understanding-video-resolutions","scenario1EmmaResolution","Q1. What is the most suitable resolution for Emma's casual, everyday video recording needs?","radio",TRUE,"A. 720p;B. 1080p;C. 4K;D. 8K","","Scenario 1:"
"Fundamentals of Video Training - Module 1: Understanding Video Resolutions","fundamentals-of-video-training-module-1-understanding-video-resolutions","scenario1WhyBetterFit","Q2. Why is 1080p a better fit for Emma than 4K or 8K?","radio",TRUE,"A. It looks more cinematic;B. It's easier to store and share;C. It uses more memory and storage;D. It's the newest video format","","Scenario 1:"
"Fundamentals of Video Training - Module 1: Understanding Video Resolutions","fundamentals-of-video-training-module-1-understanding-video-resolutions","scenario1DeviceCompatibility","Q3. On what devices can Emma easily play 1080p videos?","radio",TRUE,"A. Only 4K TVs;B. Only smartphones;C. Most modern devices including phones, tablets, and laptops;D. Only smart projectors","","Scenario 1:"
"Fundamentals of Video Training - Module 1: Understanding Video Resolutions","fundamentals-of-video-training-module-1-understanding-video-resolutions","scenario2LiamResolution","Q1. What is the most suitable resolution for Liam's workout videos?","radio",TRUE,"A. 1080p;B. 4K;C. 720p;D. 8K","","Scenario 2:"
"Fundamentals of Video Training - Module 1: Understanding Video Resolutions","fundamentals-of-video-training-module-1-understanding-video-resolutions","scenario2PixelDimension4k","Q2. What is the pixel dimension of 4K resolution?","radio",TRUE,"A. 1280 × 720;B. 1920 × 1080;C. 3840 × 2160;D. 7680 × 4320","","Scenario 2:"
"Fundamentals of Video Training - Module 1: Understanding Video Resolutions","fundamentals-of-video-training-module-1-understanding-video-resolutions","scenario2KeyBenefit4k","Q3. What is a key benefit of filming in 4K for YouTube content?","radio",TRUE,"A. Makes editing more difficult;B. Reduces the need for lighting;C. Allows for detailed, future-proof content;D. Compresses video for smaller files","","Scenario 2:"
"Fundamentals of Video Training - Module 1: Understanding Video Resolutions","fundamentals-of-video-training-module-1-understanding-video-resolutions","scenario3WhyBenefit8k","Q1. Why would Sophie benefit from filming in 8K resolution?","radio",TRUE,"A. She needs the lowest file sizes possible;B. She edits only on a mobile phone;C. Her projects require ultra-high detail and flexibility;D. She only films TikTok videos","","Scenario 3:"
"Fundamentals of Video Training - Module 1: Understanding Video Resolutions","fundamentals-of-video-training-module-1-understanding-video-resolutions","scenario3PixelDimension8k","Q2. What is the pixel dimension of 8K resolution?","radio",TRUE,"A. 1280 × 720;B. 1920 × 1080;C. 3840 × 2160;D. 7680 × 4320","","Scenario 3:"
"Fundamentals of Video Training - Module 1: Understanding Video Resolutions","fundamentals-of-video-training-module-1-understanding-video-resolutions","scenario3Drawback8k","Q3. What's a drawback Sophie should be aware of with 8K footage?","radio",TRUE,"A. It has poor image quality;B. It can't be edited on modern computers;C. It uses large amounts of storage and processing power;D. It only works on VHS tapes","","Scenario 3:"
"Fundamentals of Video Training - Module 2: Frame Rates","fundamentals-of-video-training-module-2-frame-rates","question1Answer","A customer asks what ""fps"" means on the spec sheet of a camera. What's the correct explanation?","radio",TRUE,"A. Focus processing speed;B. Frames per second;C. Flash photo sync;D. File playback setting","","1. Knowledge Check: Video Frame Rate Quiz"
"Fundamentals of Video Training - Module 2: Frame Rates","fundamentals-of-video-training-module-2-frame-rates","question2Answer","A customer is buying a camera to record family moments. What would be considered a default frame rate to recommend in Australia?","radio",TRUE,"A. 24 fps;B. 30 fps;C. 25 fps;D. 60 fps","","2. Knowledge Check: Video Frame Rate Quiz"
"Fundamentals of Video Training - Module 2: Frame Rates","fundamentals-of-video-training-module-2-frame-rates","question3Answer","What's the primary visual effect of using a high frame rate like 100 or 120 fps?","radio",TRUE,"A. More grain in low light;B. Smoother motion and ability to create slow-motion footage;C. Better depth of field;D. Automatic HDR colour","","3. Knowledge Check: Video Frame Rate Quiz"
"Fundamentals of Video Training - Module 2: Frame Rates","fundamentals-of-video-training-module-2-frame-rates","question4Answer","What is the 180-degree shutter rule designed to achieve?","radio",TRUE,"A. Natural-looking motion blur that feels realistic;B. Improved focus;C. Better colour accuracy;D. Slow-motion footage","","4. Knowledge Check: Video Frame Rate Quiz"
"Fundamentals of Video Training - Module 2: Frame Rates","fundamentals-of-video-training-module-2-frame-rates","question5Answer","A customer is purchasing a camera to film their travels around Australia, including indoor and outdoor locations. What do you recommend?","radio",TRUE,"A. 24 fps – that's what movies use;B. 30 fps – it's compatible with social media;C. 25 fps – it matches Australian lighting and avoids flickering indoors;D. 50 fps – for slow motion footage","","5. Knowledge Check: Video Frame Rate Quiz"
"Fundamentals of Video Training - Module 2: Frame Rates","fundamentals-of-video-training-module-2-frame-rates","question6Answer","A customer plans to travel around Australia filming nature and wildlife. They want smooth footage and the ability to slow down action when needed. What frame rate should they use?","radio",TRUE,"A. 60 fps;B. 50 fps;C. 25 fps;D. 24 fps","","6. Knowledge Check: Video Frame Rate Quiz"
"Fundamentals of Video Training - Module 2: Frame Rates","fundamentals-of-video-training-module-2-frame-rates","question7Answer","You're helping a social media influencer who wants to film content and edit purely for Instagram and Tik Tok platforms. What is most effect frame rate for those platforms?","radio",TRUE,"A. 30 fps;B. 25 fps;C. 120 fps;D. 24 fps","","7. Knowledge Check: Video Frame Rate Quiz"
"Fundamentals of Video Training - Module 2: Frame Rates","fundamentals-of-video-training-module-2-frame-rates","question8Answer","A customer mentions that their footage feels ""too sharp"" or ""jittery."" Their camera is set to 25 fps and 1/500 shutter. Which setting likely needs adjustment?","radio",TRUE,"A. Reduce the sharpness setting;B. Change shutter speed to 1/50 to follow the 180-degree shutter rule;C. Increase the ISO;D. Use image stabilisation","","8. Knowledge Check: Video Frame Rate Quiz"
"Fundamentals of Video Training - Module 2: Frame Rates","fundamentals-of-video-training-module-2-frame-rates","question9Answer","A real estate videographer is buying a new camera to create property videos with both indoor and outdoor footage. They want smooth motion and slow motion footage, while avoiding potential flickering of indoor lights. What frame rate and shutter speed would you recommend?","textarea",TRUE,"","Consider the best frame rate for smooth motion and slow motion footage, and the best shutter speed to match.","9. Knowledge Check: Video Frame Rate Quiz"
"Fundamentals of Video Training - Module 2: Frame Rates","fundamentals-of-video-training-module-2-frame-rates","question10FrameRatesAnswer","A wedding videographer is buying a new camera to film ceremonies and receptions, both indoors and outdoors. They want a smooth, cinematic look and the ability to slow down footage of key moments like the couple's first dance. What two frame rates and shutter speeds would you recommend, and when would you use each respective frame rate?","textarea",TRUE,"","Consider recommending a frame rate for standard footage and a frame rate for slow-motion moments. Outline the best shutter speed for cinematic feel for each frame rate.","10. Knowledge Check: Video Frame Rate Quiz"
"Fundamentals of Video Training - Module 2: Frame Rates","fundamentals-of-video-training-module-2-frame-rates","question10LensesAccessoriesAnswer","What lenses and accessories would you recommend to help them maintain great image quality from bright outdoor ceremonies to dim indoor receptions?","textarea",TRUE,"","Consider recommending a product for outdoor exposure control and a lens for better low-light performance indoors.","10. Knowledge Check: Video Frame Rate Quiz"
"Fundamentals of Video Training - Module 3: Video Bit Depth","fundamentals-of-video-training-module-3-video-bit-depth","q1Answer","Q1. What does bit depth represent in a video file?","radio",TRUE,"A. The resolution of the video;B. The number of colour values stored per channel;C. The frame rate of the video;D. The compression ratio used","","1. Knowledge Check: Video Bit Depth Quiz"
"Fundamentals of Video Training - Module 3: Video Bit Depth","fundamentals-of-video-training-module-3-video-bit-depth","q2Answer","Q2. A 10-bit video file stores how many shades per colour channel?","radio",TRUE,"A. 128;B. 256;C. 1,024;D. 4,096","","2. Knowledge Check: Video Bit Depth Quiz"
"Fundamentals of Video Training - Module 3: Video Bit Depth","fundamentals-of-video-training-module-3-video-bit-depth","q3Answer","Q3. Which bit depth is sufficient for a customer creating casual videos and uploading them directly to social media?","radio",TRUE,"A. 8-bit;B. 10-bit;C. 12-bit;D. RAW only","","3. Knowledge Check: Video Bit Depth Quiz"
"Fundamentals of Video Training - Module 3: Video Bit Depth","fundamentals-of-video-training-module-3-video-bit-depth","q4Answer","Q4. A real estate video creator wants smooth colour grading for interiors and exteriors but doesn't want massive file sizes that slow down editing. Which bit depth would be the most practical choice?","radio",TRUE,"A. 8-bit – efficient, but limited for colour correction;B. 10-bit – good balance of flexibility and file size;C. 12-bit – maximum quality, but very large files;D. RAW only – best for cinema, not everyday real estate","","4. Knowledge Check: Video Bit Depth Quiz"
"Fundamentals of Video Training - Module 3: Video Bit Depth","fundamentals-of-video-training-module-3-video-bit-depth","q5Answer","Q5. What is one common downside of using 12-bit codecs for casual creators?","radio",TRUE,"A. Limited colour grading;B. Colour banding in skies;C. File sizes are too large and workflows too complex;D. Poor playback on social media","","5. Knowledge Check: Video Bit Depth Quiz"
"Fundamentals of Video Training - Module 3: Video Bit Depth","fundamentals-of-video-training-module-3-video-bit-depth","q6Scenario1Answer","Q1. Based on what you have learnt about bit depth, which option (8-bit, 10-bit, or 12-bit) would you recommend to this customer, and why?","textarea",TRUE,"","","6. Knowledge Check: Video Bit Depth Quiz"
"Fundamentals of Video Training - Module 3: Video Bit Depth","fundamentals-of-video-training-module-3-video-bit-depth","q6Scenario2Answer","Q2. How would you explain your recommendation in simple terms to make sure the customer understands the trade-off between video quality and file size?","textarea",TRUE,"","","6. Knowledge Check: Video Bit Depth Quiz"
"Fundamentals of Video Training - Module 3: Video Bit Depth","fundamentals-of-video-training-module-3-video-bit-depth","q7Scenario1Answer","Q1. How would you explain to this customer, in simple terms, why an 8-bit camera may cause issues in their editing and why 10-bit would give them better results?","textarea",TRUE,"","","7. Knowledge Check: Video Bit Depth Quiz"
"Fundamentals of Video Training - Module 3: Video Bit Depth","fundamentals-of-video-training-module-3-video-bit-depth","q7Scenario2Answer","Q2. What key benefits of 10-bit recording could you highlight to help the customer feel confident that spending a little more now will save them frustration and deliver better long-term value?","textarea",TRUE,"","","7. Knowledge Check: Video Bit Depth Quiz"
"Fundamentals of Video Training - Module 4: Understanding Log Gamma & Raw","fundamentals-of-video-training-module-4-understanding-log-gamma-raw","mainBenefitRec709","1. What is the main benefit of using a standard colour profile (REC709)?","radio",TRUE,"A. Flat and desaturated;B. Natural looking footage straight out of the camera;C. Requires extensive colour grading;D. Preserves maximum dynamic range","","1. Knowledge Check: Understanding LOG Gamma & RAW"
"Fundamentals of Video Training - Module 4: Understanding Log Gamma & Raw","fundamentals-of-video-training-module-4-understanding-log-gamma-raw","logFootageAppearance","2. Why does LOG footage appear flat and desaturated out of camera?","radio",TRUE,"A. The camera has a broken colour sensor;B. It's designed to save battery;C. It's intended to preserve more dynamic range;D. It's automatically set to black and white","","2. Knowledge Check: Understanding LOG Gamma & RAW"
"Fundamentals of Video Training - Module 4: Understanding Log Gamma & Raw","fundamentals-of-video-training-module-4-understanding-log-gamma-raw","customerLogBenefit","3. Which of the following customers would most likely benefit from shooting LOG gamma?","radio",TRUE,"A. Beginners filming family videos;B. Social media influencers doing unedited video uploads;C. Someone planning to colour grade their footage for better results;D. Photographers shooting video for the first time","","3. Knowledge Check: Understanding LOG Gamma & RAW"
"Fundamentals of Video Training - Module 4: Understanding Log Gamma & Raw","fundamentals-of-video-training-module-4-understanding-log-gamma-raw","lutPurpose","4. What is the primary purpose of a LUT (Look-Up Table) when working with LOG footage?","radio",TRUE,"A. To increase the camera's dynamic range during recording;B. To convert flat LOG footage into standard colour space like REC709;C. To automatically sharpen and stabilize video footage;D. To reduce file size and make footage easier to store","","4. Knowledge Check: Understanding LOG Gamma & RAW"
"Fundamentals of Video Training - Module 4: Understanding Log Gamma & Raw","fundamentals-of-video-training-module-4-understanding-log-gamma-raw","customerRawBenefit","Q5. Which customer would benefit most from RAW recording?","radio",TRUE,"A. A travel vlogger uploading daily videos to YouTube;B. A wedding photographer making highlight reels with fast delivery;C. A cinematographer producing a high-budget commercial film;D. A small business making internal training videos","","5. Knowledge Check: Understanding LOG Gamma & RAW"
"Fundamentals of Video Training - Module 4: Understanding Log Gamma & Raw","fundamentals-of-video-training-module-4-understanding-log-gamma-raw","jamesRecommendation","1. Based on what James has said, would you recommend REC709, LOG, or RAW for this customer? Explain Why.","textarea",TRUE,"","","6. Knowledge Check: Understanding LOG Gamma & RAW"
"Fundamentals of Video Training - Module 4: Understanding Log Gamma & Raw","fundamentals-of-video-training-module-4-understanding-log-gamma-raw","jamesExplanation","In your own words, how would you explain to James why his footage looks flat when shooting in LOG, and how he can turn that into the cinematic look he's after?","textarea",TRUE,"","","6. Knowledge Check: Understanding LOG Gamma & RAW"
"Fundamentals of Video Training - Module 5: Open Gate and Sensor Shutter Types","fundamentals-of-video-training-module-5-open-gate-and-sensor-shutter-types","question1WhatDoesOpenGateVideoRecordingMean","1. What does Open Gate video recording mean?","radio",TRUE,"A. Recording video using a cropped portion of the sensor;B. Recording using the entire sensor area, capturing more pixels vertically and horizontally;C. Shooting video at the widest lens aperture;D. Using a faster frame rate for smoother motion","",""
"Fundamentals of Video Training - Module 5: Open Gate and Sensor Shutter Types","fundamentals-of-video-training-module-5-open-gate-and-sensor-shutter-types","question2WhichOfTheFollowingIsAKeyBenefitOfShootingInOpenGateMode","2. Which of the following is a key benefit of shooting in Open Gate mode?","radio",TRUE,"A. It reduces file size for easier editing;B. It creates a 'cinematic' colour tone automatically;C. It eliminates the need for colour grading;D. It allows reframing into different aspect ratios without losing quality","",""
"Fundamentals of Video Training - Module 5: Open Gate and Sensor Shutter Types","fundamentals-of-video-training-module-5-open-gate-and-sensor-shutter-types","question3WhatIsAMajorAdvantageOfAGlobalShutterSensorOverARollingShutterSensor","3. What is a major advantage of a Global Shutter sensor over a Rolling Shutter sensor?","radio",TRUE,"A. It has higher resolution;B. It captures all pixels simultaneously, preventing motion distortion;C. It is always more affordable;D. It provides more cinematic colour science","",""
"Fundamentals of Video Training - Module 5: Open Gate and Sensor Shutter Types","fundamentals-of-video-training-module-5-open-gate-and-sensor-shutter-types","question4HowDoFasterRollingShutterSensorsImproveVideoQuality","4. How do faster Rolling Shutter sensors improve video quality?","radio",TRUE,"A. By reducing the time it takes to read the sensor, minimising motion distortion;B. By increasing the camera's frame rate;C. By automatically correcting exposure in-camera;D. By allowing Open Gate recording","",""
"Fundamentals of Video Training - Module 5: Open Gate and Sensor Shutter Types","fundamentals-of-video-training-module-5-open-gate-and-sensor-shutter-types","question5WhyMightAGlobalShutterSensorNotAlwaysBeTheBestChoice","5. Why might a global shutter sensor not always be the best choice, even though it eliminates motion distortion?","radio",TRUE,"A. It produces overly sharp footage;B. It often sacrifices dynamic range and low-light performance compared to rolling shutters;C. It cannot shoot in 10-bit or higher;D. It limits frame rate options","",""
"Fundamentals of Video Training - Module 5: Open Gate and Sensor Shutter Types","fundamentals-of-video-training-module-5-open-gate-and-sensor-shutter-types","customerScenarioQuestion1","1. How would you explain to Emily — in simple terms — the difference between Open Gate and Global Shutter, and which one would suit her needs best?","textarea",TRUE,"","","Customer Scenario: The Multiple Platform Filmmaker"
"Fundamentals of Video Training - Module 5: Open Gate and Sensor Shutter Types","fundamentals-of-video-training-module-5-open-gate-and-sensor-shutter-types","customerScenarioQuestion2","2. How could shooting in Open Gate benefit Emily's workflow, particularly when managing client requests for multiple aspect ratios such as horizontal and vertical video?","textarea",TRUE,"","","Customer Scenario: The Multiple Platform Filmmaker"
"Fundamentals of Video Training - Module 5: Open Gate and Sensor Shutter Types","fundamentals-of-video-training-module-5-open-gate-and-sensor-shutter-types","customerScenarioQuestion3","3. If Emily mostly shoots handheld travel footage in busy city environments, how could a fast rolling shutter sensor improve her results — even without a global shutter?","textarea",TRUE,"","","Customer Scenario: The Multiple Platform Filmmaker"
"Godox It32 & X5 Flash System Voting Form","godox-it32-x5-flash-system-voting-form","productViable","Do you think this product is viable for Ted's Cameras?","radio",TRUE,"Yes - this product is viable;No - this initiative is not viable","Please consider market demand and supplier availability",""
"Godox It32 & X5 Flash System Voting Form","godox-it32-x5-flash-system-voting-form","viabilityNotes","Viability Notes","textarea",FALSE,"","Provide additional viability information if applicable",""
"Godox It32 & X5 Flash System Voting Form","godox-it32-x5-flash-system-voting-form","supplierNotes","Supplier Notes","textarea",FALSE,"","Provide additional supplier information if applicable",""
"New Product Suggestion Form","new-product-suggestion-form","productDescription","Please provide a brief description of the product","textarea",TRUE,"","",""
"New Product Suggestion Form","new-product-suggestion-form","productUrl","Please provide a URL link to the product (if available)","text",FALSE,"","",""
"New Product Suggestion Form","new-product-suggestion-form","whyRecommend","Why do you recommend this product?","textarea",TRUE,"","Briefly explain why you think this product would be a great fit for Ted's",""
"New Product Suggestion Form","new-product-suggestion-form","additionalNotes","Additional Notes (Optional)","textarea",FALSE,"","Please provide any additional information.",""
"Nisi Filters and Product Expansion Voting Form","nisi-filters-and-product-expansion-voting-form","productViable","Do you think this product is viable for Ted's Camera's?","radio",TRUE,"Yes - this product is viable;No - this initiative is not viable","",""
"Nisi Filters and Product Expansion Voting Form","nisi-filters-and-product-expansion-voting-form","viabilityNotes","Viability Notes","textarea",FALSE,"","Provide additional viability information if applicable",""
"Nisi Filters and Product Expansion Voting Form","nisi-filters-and-product-expansion-voting-form","supplierNotes","Supplier Notes","textarea",FALSE,"","Provide additional supplier information if applicable",""
"Offboarding Form (resignation Letters)","offboarding-form-resignation-letters","location","Location","text",TRUE,"","",""
"Offboarding Form (resignation Letters)","offboarding-form-resignation-letters","formCompletedBy","Form Completed By","text",TRUE,"","",""
"Offboarding Form (resignation Letters)","offboarding-form-resignation-letters","dateResignationLetterSubmittedToManager","Date Resignation letter submitted to Manager","text",TRUE,"","",""
"Offboarding Form (resignation Letters)","offboarding-form-resignation-letters","teamMember","Team Member","text",TRUE,"","",""
"Offboarding Form (resignation Letters)","offboarding-form-resignation-letters","role","Role","radio",TRUE,"Store Manager;Assistant Manager;Employee - Store;Employee - Office","",""
"Offboarding Form (resignation Letters)","offboarding-form-resignation-letters","resignationLetter","Resignation Letter","file",TRUE,"","",""
"Offboarding Form (resignation Letters)","offboarding-form-resignation-letters","dateOfLastShift","Date of Last Shift","text",TRUE,"","",""
"Offboarding Form (resignation Letters)","offboarding-form-resignation-letters","nameBadgeReturned","Name Badge Returned","radio",TRUE,"Yes;No;N/A","",""
"Offboarding Form (resignation Letters)","offboarding-form-resignation-letters","keysReturned","Keys Returned","radio",TRUE,"Yes;No;N/A","",""
"Offboarding Form (resignation Letters)","offboarding-form-resignation-letters","companyPropertyReturned","Company Property Returned","radio",TRUE,"Yes;No;N/A","",""
"Offboarding Form (resignation Letters)","offboarding-form-resignation-letters","processedByHr","Processed by HR","radio",TRUE,"Yes","","HR to complete this section"
"Pgy Tech Harnesses Voting Form","pgy-tech-harnesses-voting-form","productViability","Do you think this product is viable for Ted's Camera's?","radio",TRUE,"Yes - this product is viable;No - this initiative is not viable","",""
"Pgy Tech Harnesses Voting Form","pgy-tech-harnesses-voting-form","viabilityNotes","Viability Notes","textarea",FALSE,"","Provide additional viability information if applicable",""
"Pgy Tech Harnesses Voting Form","pgy-tech-harnesses-voting-form","supplierNotes","Supplier Notes","textarea",FALSE,"","Provide additional supplier information if applicable",""
"Forms Printing and Stationery","forms-printing-and-stationery","dateOrdering","Date Ordering","text",TRUE,"","",""
"Forms Printing and Stationery","forms-printing-and-stationery","storeManager","Store Manager","text",TRUE,"","",""
"Forms Printing and Stationery","forms-printing-and-stationery","store","Store","text",TRUE,"","",""
"Forms Printing and Stationery","forms-printing-and-stationery","monthOrdering","I have ordered sufficient Qty for the month of","text",TRUE,"","",""
"Forms Printing and Stationery","forms-printing-and-stationery","dAndPWorkPadsRequired","D&P Work Pads Required - 100/pad (235 Storeroom)","number",FALSE,"","",""
"Forms Printing and Stationery","forms-printing-and-stationery","redLensFlashTcpPacksRequired","Red - Lens & Flash TCP Packs Required - 25/pack (235 Storeroom)","number",FALSE,"","",""
"Forms Printing and Stationery","forms-printing-and-stationery","greenDslrMirrorlessTcpPacksRequired","Green - DSLR & Mirrorless TCP Packs Required - 25/pack (235 Storeroom)","number",FALSE,"","",""
"Forms Printing and Stationery","forms-printing-and-stationery","blueCompactsVideoTcpPacksRequired","Blue - Compacts & Video Cameras TCP Packs Required - 25/pack (235 Storeroom)","number",FALSE,"","",""
